[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.47.07.206 W106.41.17.217 N042.47.10.829 W106.41.17.231 RVM
                          N042.47.10.829 W106.41.17.231 N042.47.14.451 W106.41.17.692 RVM
                          N042.47.14.451 W106.41.17.692 N042.47.18.400 W106.41.19.495 RVM
                          N042.47.18.400 W106.41.19.495 N042.47.23.001 W106.41.23.985 RVM
                          N042.47.23.001 W106.41.23.985 N042.47.25.955 W106.41.28.915 RVM
                          N042.47.25.955 W106.41.28.915 N042.47.26.937 W106.41.32.049 RVM
                          N042.47.26.937 W106.41.32.049 N042.47.27.915 W106.41.36.972 RVM
                          N042.47.27.915 W106.41.36.972 N042.47.27.906 W106.41.40.997 RVM
                          N042.47.27.906 W106.41.40.997 N042.47.25.903 W106.41.53.958 RVM
                          N042.47.25.903 W106.41.53.958 N042.47.22.257 W106.42.04.676 RVM
                          N042.39.46.932 W106.22.02.381 N042.39.52.851 W106.21.50.323 RVM
                          N042.39.52.851 W106.21.50.323 N042.39.58.771 W106.21.39.603 RVM
                          N042.39.58.771 W106.21.39.603 N042.40.04.034 W106.21.30.669 RVM
                          N042.40.04.034 W106.21.30.669 N042.40.07.652 W106.21.24.861 RVM
                          N042.40.07.652 W106.21.24.861 N042.40.12.259 W106.21.19.944 RVM
                          N042.40.12.259 W106.21.19.944 N042.40.16.867 W106.21.16.813 RVM
                          N042.40.16.867 W106.21.16.813 N042.40.21.476 W106.21.14.574 RVM
                          N042.40.21.476 W106.21.14.574 N042.40.30.696 W106.21.11.880 RVM
                          N042.40.30.696 W106.21.11.880 N042.40.34.649 W106.21.12.767 RVM
                          N042.40.34.649 W106.21.12.767 N042.40.38.274 W106.21.14.546 RVM
                          N042.40.38.274 W106.21.14.546 N042.40.42.557 W106.21.16.325 RVM
                          N042.40.42.557 W106.21.16.325 N042.40.49.156 W106.21.29.706 RVM
                          N042.40.49.156 W106.21.29.706 N042.40.50.480 W106.21.38.186 RVM
                          N042.40.50.480 W106.21.38.186 N042.40.48.512 W106.21.48.456 RVM
                          N042.40.48.512 W106.21.48.456 N042.40.47.525 W106.21.49.797 RVM
                          N042.40.47.525 W106.21.49.797 N042.40.44.567 W106.21.56.943 RVM
                          N042.40.44.567 W106.21.56.943 N042.40.43.579 W106.21.57.837 RVM
                          N042.40.43.579 W106.21.57.837 N042.40.36.996 W106.22.02.757 RVM
                          N042.40.36.996 W106.22.02.757 N042.40.31.727 W106.22.04.550 RVM
                          N042.40.31.727 W106.22.04.550 N042.40.27.775 W106.22.04.109 RVM
                          N042.40.27.775 W106.22.04.109 N042.40.24.481 W106.22.03.667 RVM
                          N042.40.24.481 W106.22.03.667 N042.40.20.527 W106.22.02.334 RVM
                          N042.40.20.527 W106.22.02.334 N042.40.15.913 W106.21.57.877 RVM
                          N042.40.15.913 W106.21.57.877 N042.40.12.945 W106.21.52.971 RVM
                          N042.40.12.945 W106.21.52.971 N042.40.11.624 W106.21.49.403 RVM
                          N042.40.11.624 W106.21.49.403 N042.40.10.962 W106.21.44.494 RVM
                          N042.40.10.962 W106.21.44.494 N042.40.10.959 W106.21.40.924 RVM
                          N042.40.10.959 W106.21.40.924 N042.40.12.924 W106.21.27.977 RVM
                          N042.40.12.924 W106.21.27.977 N042.40.16.538 W106.21.17.260 RVM
                          N042.40.21.321 W106.18.48.173 N042.40.26.959 W106.19.20.298 RVM
                          N042.40.26.959 W106.19.20.298 N042.40.00.629 W106.19.37.760 RVM
                          N042.40.00.629 W106.19.37.760 N042.40.01.610 W106.19.30.617 RVM
                          N042.40.01.610 W106.19.30.617 N042.40.03.249 W106.19.24.365 RVM
                          N042.40.03.249 W106.19.24.365 N042.40.00.929 W106.19.11.873 RVM
                          N042.40.00.929 W106.19.11.873 N042.39.58.946 W106.19.05.629 RVM
                          N042.39.58.946 W106.19.05.629 N042.39.54.657 W106.19.00.283 RVM
                          N042.39.54.657 W106.19.00.283 N042.39.46.418 W106.18.55.839 RVM
                          N042.39.46.418 W106.18.55.839 N042.39.39.831 W106.18.56.300 RVM
                          N042.39.39.831 W106.18.56.300 N042.39.32.258 W106.18.58.548 RVM
                          N042.39.32.258 W106.18.58.548 N042.39.27.325 W106.19.04.806 RVM
                          N042.39.27.325 W106.19.04.806 N042.39.22.393 W106.19.11.511 RVM
                          N042.39.22.393 W106.19.11.511 N042.39.21.078 W106.19.13.745 RVM
                          N042.39.21.078 W106.19.13.745 N042.39.19.437 W106.19.19.103 RVM
                          N042.39.19.437 W106.19.19.103 N042.39.19.446 W106.19.26.242 RVM
                          N042.39.19.446 W106.19.26.242 N042.39.20.772 W106.19.33.825 RVM
                          N042.39.20.772 W106.19.33.825 N042.39.22.754 W106.19.39.176 RVM
                          N042.39.22.754 W106.19.39.176 N042.39.26.055 W106.19.45.416 RVM
                          N042.39.26.055 W106.19.45.416 N042.39.31.330 W106.19.50.314 RVM
                          N042.39.31.330 W106.19.50.314 N042.39.32.977 W106.19.50.757 RVM
                          N042.28.33.477 W105.56.00.708 N042.28.31.785 W105.55.50.933 RVM
                          N042.28.31.785 W105.55.50.933 N042.27.30.282 W105.56.10.578 RVM
                          N042.28.13.847 W105.54.09.202 N042.28.12.152 W105.53.59.429 RVM
                          N042.28.12.152 W105.53.59.429 N042.27.10.984 W105.54.19.099 RVM
                          N042.26.58.724 W105.51.53.328 N042.27.06.869 W105.52.39.952 RVM
                          N042.27.06.869 W105.52.39.952 N042.27.49.075 W105.51.44.844 RVM
                          N042.27.49.075 W105.51.44.844 N042.26.47.584 W105.52.04.552 RVM
                          N043.03.03.255 W107.07.50.631 N043.03.09.254 W107.07.38.571 RVM
                          N043.03.09.254 W107.07.38.571 N043.03.15.246 W107.07.27.858 RVM
                          N043.03.15.246 W107.07.27.858 N043.03.20.567 W107.07.18.933 RVM
                          N043.03.20.567 W107.07.18.933 N043.03.24.224 W107.07.13.134 RVM
                          N043.03.24.224 W107.07.13.134 N043.03.28.864 W107.07.08.243 RVM
                          N043.03.28.864 W107.07.08.243 N043.03.33.493 W107.07.05.149 RVM
                          N043.03.33.493 W107.07.05.149 N043.03.38.116 W107.07.02.953 RVM
                          N043.03.38.116 W107.07.02.953 N043.03.47.353 W107.07.00.357 RVM
                          N043.03.47.353 W107.07.00.357 N043.03.51.300 W107.07.01.298 RVM
                          N043.03.51.300 W107.07.01.298 N043.03.54.913 W107.07.03.134 RVM
                          N043.03.54.913 W107.07.03.134 N043.03.59.183 W107.07.04.977 RVM
                          N043.03.59.183 W107.07.04.977 N043.04.05.692 W107.07.18.524 RVM
                          N043.04.05.692 W107.07.18.524 N043.04.06.959 W107.07.27.073 RVM
                          N043.04.06.959 W107.07.27.073 N043.04.04.923 W107.07.37.383 RVM
                          N043.04.04.923 W107.07.37.383 N043.04.03.927 W107.07.38.720 RVM
                          N043.04.03.927 W107.07.38.720 N043.04.00.921 W107.07.45.874 RVM
                          N043.04.00.921 W107.07.45.874 N043.03.59.927 W107.07.46.762 RVM
                          N043.03.59.927 W107.07.46.762 N043.03.53.311 W107.07.51.630 RVM
                          N043.03.53.311 W107.07.51.630 N043.03.48.031 W107.07.53.369 RVM
                          N043.03.48.031 W107.07.53.369 N043.03.44.082 W107.07.52.876 RVM
                          N043.03.44.082 W107.07.52.876 N043.03.40.791 W107.07.52.391 RVM
                          N043.03.40.791 W107.07.52.391 N043.03.36.847 W107.07.51.000 RVM
                          N043.03.36.847 W107.07.51.000 N043.03.32.263 W107.07.46.458 RVM
                          N043.03.32.263 W107.07.46.458 N043.03.29.328 W107.07.41.485 RVM
                          N043.03.29.328 W107.07.41.485 N043.03.28.032 W107.07.37.878 RVM
                          N043.03.28.032 W107.07.37.878 N043.03.27.402 W107.07.32.931 RVM
                          N043.03.27.402 W107.07.32.931 N043.03.27.423 W107.07.29.338 RVM
                          N043.03.27.423 W107.07.29.338 N043.03.29.475 W107.07.16.335 RVM
                          N043.03.29.475 W107.07.16.335 N043.03.33.161 W107.07.05.595 RVM
                          N043.03.38.943 W107.04.35.634 N043.03.44.365 W107.05.08.030 RVM
                          N043.03.44.365 W107.05.08.030 N043.03.17.921 W107.05.25.275 RVM
                          N043.03.17.921 W107.05.25.275 N043.03.18.949 W107.05.18.099 RVM
                          N043.03.18.949 W107.05.18.099 N043.03.20.630 W107.05.11.829 RVM
                          N043.03.20.630 W107.05.11.829 N043.03.18.394 W107.04.59.230 RVM
                          N043.03.18.394 W107.04.59.230 N043.03.16.452 W107.04.52.923 RVM
                          N043.03.16.452 W107.04.52.923 N043.03.12.200 W107.04.47.490 RVM
                          N043.03.12.200 W107.04.47.490 N043.03.03.991 W107.04.42.916 RVM
                          N043.03.03.991 W107.04.42.916 N043.02.57.402 W107.04.43.298 RVM
                          N043.02.57.402 W107.04.43.298 N043.02.49.815 W107.04.45.467 RVM
                          N043.02.49.815 W107.04.45.467 N043.02.44.841 W107.04.51.703 RVM
                          N043.02.44.841 W107.04.51.703 N043.02.39.864 W107.04.58.388 RVM
                          N043.02.39.864 W107.04.58.388 N043.02.38.534 W107.05.00.620 RVM
                          N043.02.38.534 W107.05.00.620 N043.02.36.858 W107.05.05.991 RVM
                          N043.02.36.858 W107.05.05.991 N043.02.36.818 W107.05.13.175 RVM
                          N043.02.36.818 W107.05.13.175 N043.02.38.093 W107.05.20.822 RVM
                          N043.02.38.093 W107.05.20.822 N043.02.40.039 W107.05.26.231 RVM
                          N043.02.40.039 W107.05.26.231 N043.02.43.298 W107.05.32.551 RVM
                          N043.02.43.298 W107.05.32.551 N043.02.48.540 W107.05.37.545 RVM
                          N043.02.48.540 W107.05.37.545 N043.02.50.184 W107.05.38.012 RVM
                          N043.27.29.486 W106.03.02.702 N043.27.26.121 W106.02.42.381 RVM
                          N043.27.26.121 W106.02.42.381 N043.27.15.884 W106.02.34.312 RVM
                          N043.27.15.884 W106.02.34.312 N043.27.12.589 W106.02.33.883 RVM
                          N043.27.12.589 W106.02.33.883 N043.27.09.953 W106.02.33.448 RVM
                          N043.27.09.953 W106.02.33.448 N043.27.03.702 W106.02.35.298 RVM
                          N043.27.03.702 W106.02.35.298 N043.26.59.436 W106.02.39.395 RVM
                          N043.26.59.436 W106.02.39.395 N043.26.55.505 W106.02.45.298 RVM
                          N043.26.55.505 W106.02.45.298 N043.26.54.205 W106.02.50.278 RVM
                          N043.26.54.205 W106.02.50.278 N043.26.53.228 W106.02.53.449 RVM
                          N043.26.53.228 W106.02.53.449 N043.26.52.592 W106.02.59.781 RVM
                          N043.26.52.592 W106.02.59.781 N043.26.54.941 W106.03.12.422 RVM
                          N043.26.54.941 W106.03.12.422 N043.26.57.264 W106.03.17.379 RVM
                          N043.26.57.264 W106.03.17.379 N043.27.00.569 W106.03.20.973 RVM
                          N043.27.00.569 W106.03.20.973 N043.27.04.858 W106.03.23.206 RVM
                          N043.27.04.858 W106.03.23.206 N043.27.09.472 W106.03.24.080 RVM
                          N043.27.09.472 W106.03.24.080 N043.27.13.093 W106.03.23.604 RVM
                          N043.27.13.093 W106.03.23.604 N043.27.18.357 W106.03.22.214 RVM
                          N043.27.18.357 W106.03.22.214 N043.27.20.656 W106.03.20.391 RVM
                          N043.27.20.656 W106.03.20.391 N043.27.23.280 W106.03.17.209 RVM
                          N043.27.23.280 W106.03.17.209 N043.27.24.586 W106.03.14.036 RVM
                          N043.27.24.586 W106.03.14.036 N043.27.29.486 W106.03.02.702 RVM
                          N043.27.29.486 W106.03.02.702 N043.27.34.772 W106.03.07.640 RVM
                          N043.27.34.772 W106.03.07.640 N043.27.39.391 W106.03.09.870 RVM
                          N043.27.39.391 W106.03.09.870 N043.27.42.356 W106.03.10.303 RVM
                          N043.27.42.356 W106.03.10.303 N043.27.50.581 W106.03.07.988 RVM
                          N043.27.50.581 W106.03.07.988 N043.27.56.159 W106.03.02.074 RVM
                          N043.27.56.159 W106.03.02.074 N043.27.57.468 W106.02.59.805 RVM
                          N043.27.57.468 W106.02.59.805 N043.27.58.430 W106.02.52.564 RVM
                          N043.27.58.430 W106.02.52.564 N043.27.59.073 W106.02.48.038 RVM
                          N043.27.59.073 W106.02.48.038 N043.27.57.393 W106.02.38.555 RVM
                          N043.27.57.393 W106.02.38.555 N043.27.54.738 W106.02.32.695 RVM
                          N043.27.54.738 W106.02.32.695 N043.27.47.796 W106.02.25.508 RVM
                          N043.27.47.796 W106.02.25.508 N043.27.44.831 W106.02.25.076 RVM
                          N043.27.44.831 W106.02.25.076 N043.27.35.620 W106.02.27.851 RVM
                          N043.27.35.620 W106.02.27.851 N043.27.30.693 W106.02.31.500 RVM
                          N043.27.30.693 W106.02.31.500 N043.27.30.367 W106.02.32.407 RVM
                          N043.27.30.367 W106.02.32.407 N043.27.29.066 W106.02.36.936 RVM
                          N043.27.29.066 W106.02.36.936 N043.27.26.121 W106.02.42.381 RVM
                          N043.27.22.408 W106.00.48.485 N043.27.26.353 W106.00.46.649 RVM
                          N043.27.26.353 W106.00.46.649 N043.27.28.650 W106.00.44.372 RVM
                          N043.27.28.650 W106.00.44.372 N043.27.32.246 W106.00.37.565 RVM
                          N043.27.32.246 W106.00.37.565 N043.27.33.546 W106.00.33.034 RVM
                          N043.27.33.546 W106.00.33.034 N043.27.35.173 W106.00.28.049 RVM
                          N043.27.35.173 W106.00.28.049 N043.27.34.818 W106.00.21.271 RVM
                          N043.27.34.818 W106.00.21.271 N043.27.34.474 W106.00.17.656 RVM
                          N043.27.34.474 W106.00.17.656 N043.27.32.141 W106.00.10.440 RVM
                          N043.27.32.141 W106.00.10.440 N043.27.27.180 W106.00.05.052 RVM
                          N043.27.27.180 W106.00.05.052 N043.27.22.886 W106.00.01.919 RVM
                          N043.27.22.886 W106.00.01.919 N043.27.19.595 W106.00.02.396 RVM
                          N043.27.19.595 W106.00.02.396 N043.27.09.399 W106.00.05.635 RVM
                          N043.27.09.399 W106.00.05.635 N043.27.06.779 W106.00.09.271 RVM
                          N043.27.06.779 W106.00.09.271 N043.27.04.169 W106.00.15.619 RVM
                          N043.27.04.169 W106.00.15.619 N043.27.00.906 W106.00.23.327 RVM
